Date,Open,High,Low,Close,Adj Close,Volume
2019-12-17,3195.399902,3198.219971,3191.030029,3192.520020,3192.520020,3842940000
2019-12-18,3195.209961,3198.479980,3191.139893,3191.139893,3191.139893,4029950000
2019-12-19,3192.320068,3205.479980,3192.320068,3205.370117,3205.370117,3784360000
2019-12-20,3223.330078,3225.649902,3216.030029,3221.219971,3221.219971,6457480000
2019-12-23,3226.050049,3227.780029,3222.300049,3224.010010,3224.010010,3064530000
2019-12-24,3225.449951,3226.429932,3220.510010,3223.379883,3223.379883,1296530000
2019-12-26,3227.199951,3240.080078,3227.199951,3239.909912,3239.909912,2164540000
2019-12-27,3247.229980,3247.929932,3234.370117,3240.020020,3240.020020,2429150000
2019-12-30,3240.090088,3240.919922,3216.570068,3221.290039,3221.290039,3021720000
2019-12-31,3215.179932,3231.719971,3212.030029,3230.780029,3230.780029,2894760000
2020-01-02,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3459930000
2020-01-03,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3484700000
2020-01-06,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3702460000
2020-01-07,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3435910000
2020-01-08,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3726840000
2020-01-09,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3641230000
2020-01-10,3281.810059,3282.989990,3260.860107,3265.350098,3265.350098,3214580000
2020-01-13,3271.129883,3288.129883,3268.429932,3288.129883,3288.129883,3459390000
2020-01-14,3285.350098,3294.250000,3277.189941,3283.149902,3283.149902,3687620000
2020-01-15,3282.270020,3298.659912,3280.689941,3289.290039,3289.290039,3721490000
2020-01-16,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3540580000
2020-01-17,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3726220000
2020-01-21,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4104840000
2020-01-22,3330.020020,3337.770020,3320.040039,3321.750000,3321.750000,3623780000
2020-01-23,3315.770020,3326.879883,3301.870117,3325.540039,3325.540039,3766710000
2020-01-24,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3708780000
2020-01-27,3247.159912,3258.850098,3234.500000,3243.629883,3243.629883,3831050000
2020-01-28,3255.350098,3285.780029,3253.219971,3276.239990,3276.239990,3531570000
2020-01-29,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3600250000
2020-01-30,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3790350000
2020-01-31,3282.330078,3282.330078,3214.679932,3225.520020,3225.520020,4529700000
2020-02-03,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3760460000
2020-02-04,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3996900000
2020-02-05,3324.909912,3337.580078,3313.750000,3334.689941,3334.689941,4121480000
2020-02-06,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3887250000
2020-02-07,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3733920000
2020-02-10,3318.280029,3352.260010,3317.770020,3352.090088,3352.090088,3462730000
2020-02-11,3365.870117,3375.629883,3352.719971,3357.750000,3357.750000,3762940000
2020-02-12,3370.500000,3381.469971,3369.719971,3379.449951,3379.449951,3930910000
2020-02-13,3365.899902,3385.090088,3360.520020,3373.939941,3373.939941,3500890000
2020-02-14,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3419700000
2020-02-18,3369.040039,3375.010010,3355.610107,3370.290039,3370.290039,3750400000
2020-02-19,3380.389893,3393.520020,3378.830078,3386.149902,3386.149902,3614200000
2020-02-20,3380.449951,3389.149902,3341.020020,3373.229980,3373.229980,4019180000
2020-02-21,3360.500000,3360.760010,3328.449951,3337.750000,3337.750000,3908780000
2020-02-24,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4851160000
2020-02-25,3238.939941,3246.989990,3118.770020,3128.209961,3128.209961,5596760000
2020-02-26,3139.899902,3182.510010,3108.989990,3116.389893,3116.389893,5484650000
2020-02-27,3062.540039,3097.070068,2977.389893,2978.760010,2978.760010,7064710000
2020-02-28,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8569570000
2020-03-02,2974.280029,3090.959961,2945.189941,3090.229980,3090.229980,6381330000
2020-03-03,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6376510000
2020-03-04,3045.750000,3130.969971,3034.379883,3130.120117,3130.120117,5073020000
2020-03-05,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5579290000
2020-03-06,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6555240000
2020-03-09,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8441290000
2020-03-10,2813.479980,2882.590088,2734.000000,2882.229980,2882.229980,7642040000
2020-03-11,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7431200000
2020-03-12,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8850810000
2020-03-13,2569.989990,2711.330078,2492.370117,2711.020020,2711.020020,8299070000
2020-03-16,2508.590088,2562.979980,2380.939941,2386.129883,2386.129883,7805450000
2020-03-17,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8370250000
2020-03-18,2436.500000,2453.570068,2280.520020,2398.100098,2398.100098,8799300000
2020-03-19,2393.479980,2466.969971,2319.780029,2409.389893,2409.389893,7956100000
2020-03-20,2431.939941,2453.010010,2295.560059,2304.919922,2304.919922,9053950000
2020-03-23,2290.709961,2300.729980,2191.860107,2237.399902,2237.399902,7411380000
2020-03-24,2344.439941,2449.709961,2344.439941,2447.330078,2447.330078,7563150000
2020-03-25,2457.770020,2571.419922,2407.530029,2475.560059,2475.560059,8300010000
2020-03-26,2501.290039,2637.010010,2500.719971,2630.070068,2630.070068,7766990000
2020-03-27,2555.870117,2615.909912,2520.020020,2541.469971,2541.469971,6201670000
2020-03-30,2558.979980,2631.800049,2545.280029,2626.649902,2626.649902,5751120000
2020-03-31,2614.689941,2641.389893,2571.149902,2584.590088,2584.590088,6576210000
2020-04-01,2498.080078,2522.750000,2447.489990,2470.500000,2470.500000,5964000000
2020-04-02,2458.540039,2533.219971,2455.790039,2526.899902,2526.899902,6464190000
2020-04-03,2514.919922,2538.179932,2459.959961,2488.649902,2488.649902,6096970000
2020-04-06,2578.280029,2676.850098,2574.570068,2663.679932,2663.679932,6403840000
2020-04-07,2738.649902,2756.889893,2657.669922,2659.409912,2659.409912,7050410000
2020-04-08,2685.000000,2760.750000,2663.300049,2749.979980,2749.979980,5875710000
2020-04-09,2776.989990,2818.570068,2762.360107,2789.820068,2789.820068,7899550000
2020-04-13,2782.459961,2782.459961,2721.169922,2761.629883,2761.629883,5319530000
2020-04-14,2805.100098,2851.850098,2805.100098,2846.060059,2846.060059,5615730000
2020-04-15,2795.639893,2801.879883,2761.540039,2783.360107,2783.360107,5208000000
2020-04-16,2799.340088,2806.510010,2764.320068,2799.550049,2799.550049,5228810000
2020-04-17,2842.429932,2879.219971,2830.879883,2874.560059,2874.560059,5804810000
2020-04-20,2845.620117,2868.979980,2820.429932,2823.159912,2823.159912,5228630000
2020-04-21,2784.810059,2785.540039,2727.100098,2736.560059,2736.560059,5121010000
2020-04-22,2787.889893,2815.100098,2775.949951,2799.310059,2799.310059,5084920000
2020-04-23,2810.419922,2844.899902,2794.260010,2797.800049,2797.800049,5773530000
2020-04-24,2812.639893,2842.709961,2791.760010,2836.739990,2836.739990,5382810000
2020-04-27,2854.649902,2887.719971,2852.889893,2878.479980,2878.479980,5203930000
2020-04-28,2909.959961,2921.149902,2860.709961,2863.389893,2863.389893,5691160000
2020-04-29,2918.459961,2954.860107,2912.159912,2939.510010,2939.510010,6645640000
2020-04-30,2930.909912,2930.909912,2892.469971,2912.429932,2912.429932,6544980000
2020-05-01,2869.090088,2869.090088,2821.610107,2830.709961,2830.709961,4759810000
2020-05-04,2815.010010,2844.239990,2797.850098,2842.739990,2842.739990,4735930000
2020-05-05,2868.879883,2898.229980,2863.550049,2868.439941,2868.439941,5140290000
2020-05-06,2883.139893,2891.110107,2847.649902,2848.419922,2848.419922,4892570000
2020-05-07,2878.260010,2901.919922,2876.479980,2881.189941,2881.189941,5178790000
2020-05-08,2908.830078,2932.159912,2902.879883,2929.800049,2929.800049,4876030000
2020-05-11,2915.459961,2944.250000,2903.439941,2930.189941,2930.189941,4819730000
2020-05-12,2939.500000,2945.820068,2869.590088,2870.120117,2870.120117,5119630000
2020-05-13,2865.860107,2874.139893,2793.149902,2820.000000,2820.000000,6151650000
2020-05-14,2794.540039,2852.800049,2766.639893,2852.500000,2852.500000,5651130000
2020-05-15,2829.949951,2865.010010,2816.780029,2863.699951,2863.699951,5507700000
2020-05-18,2913.860107,2968.090088,2913.860107,2953.909912,2953.909912,6373670000
2020-05-19,2948.590088,2964.209961,2922.350098,2922.939941,2922.939941,4984330000
2020-05-20,2953.629883,2980.290039,2953.629883,2971.610107,2971.610107,5005380000
2020-05-21,2969.949951,2978.500000,2938.570068,2948.510010,2948.510010,4976620000
2020-05-22,2948.050049,2956.760010,2933.590088,2955.449951,2955.449951,3970860000
2020-05-26,3004.080078,3021.719971,2988.169922,2991.770020,2991.770020,5848500000
2020-05-27,3015.649902,3036.250000,2969.750000,3036.129883,3036.129883,6398000000
2020-05-28,3046.610107,3068.669922,3023.399902,3029.729980,3029.729980,5447020000
2020-05-29,3025.169922,3049.169922,2998.610107,3044.310059,3044.310059,7297550000
2020-06-01,3038.780029,3062.179932,3031.540039,3055.729980,3055.729980,4684170000
2020-06-02,3064.780029,3081.070068,3051.639893,3080.820068,3080.820068,5197150000
2020-06-03,3098.899902,3130.939941,3098.899902,3122.870117,3122.870117,6005560000
2020-06-04,3111.560059,3128.909912,3090.409912,3112.350098,3112.350098,6451290000
2020-06-05,3163.840088,3211.719971,3163.840088,3193.929932,3193.929932,8639300000
2020-06-08,3199.919922,3233.129883,3196.000000,3232.389893,3232.389893,8498300000
2020-06-09,3213.320068,3222.709961,3193.110107,3207.179932,3207.179932,6410930000
2020-06-10,3213.419922,3223.270020,3181.489990,3190.139893,3190.139893,6598870000
2020-06-11,3123.530029,3123.530029,2999.489990,3002.100098,3002.100098,7037320000
2020-06-12,3071.040039,3088.419922,2984.469971,3041.310059,3041.310059,5845330000
2020-06-15,2993.760010,3079.760010,2965.659912,3066.590088,3066.590088,5757480000
2020-06-16,3131.000000,3153.449951,3076.060059,3124.739990,3124.739990,5845810000
2020-06-17,3136.129883,3141.159912,3108.030029,3113.489990,3113.489990,4560450000
2020-06-18,3101.639893,3120.000000,3093.510010,3115.340088,3115.340088,4448690000
2020-06-19,3140.290039,3155.530029,3083.110107,3097.739990,3097.739990,8346650000
2020-06-22,3094.419922,3120.919922,3079.389893,3117.860107,3117.860107,4686690000
2020-06-23,3138.699951,3154.899902,3127.120117,3131.290039,3131.290039,4711850000
2020-06-24,3114.399902,3115.010010,3032.129883,3050.330078,3050.330078,5597680000
2020-06-25,3046.600098,3086.250000,3024.010010,3083.760010,3083.760010,4847690000
2020-06-26,3073.199951,3073.729980,3004.629883,3009.050049,3009.050049,8107850000
2020-06-29,3018.590088,3053.889893,2999.739990,3053.239990,3053.239990,4473970000
2020-06-30,3050.199951,3111.510010,3047.830078,3100.290039,3100.290039,4705850000
2020-07-01,3105.919922,3128.439941,3101.169922,3115.860107,3115.860107,4449230000
2020-07-02,3143.639893,3165.810059,3124.520020,3130.010010,3130.010010,4197720000
2020-07-06,3155.290039,3182.590088,3155.290039,3179.719971,3179.719971,4759160000
2020-07-07,3166.439941,3184.149902,3142.929932,3145.320068,3145.320068,4571330000
2020-07-08,3153.070068,3171.800049,3136.530029,3169.939941,3169.939941,4937310000
2020-07-09,3176.169922,3179.780029,3115.699951,3152.050049,3152.050049,4843650000
2020-07-10,3152.469971,3186.820068,3136.219971,3185.040039,3185.040039,4524190000
2020-07-13,3205.080078,3235.320068,3149.429932,3155.219971,3155.219971,4902440000
2020-07-14,3141.110107,3200.949951,3127.659912,3197.520020,3197.520020,4507140000
2020-07-15,3225.979980,3238.280029,3200.760010,3226.560059,3226.560059,4686830000
2020-07-16,3208.360107,3220.389893,3198.590088,3215.570068,3215.570068,3972860000
2020-07-17,3224.209961,3233.520020,3205.649902,3224.729980,3224.729980,4012850000
2020-07-20,3224.290039,3258.610107,3215.159912,3251.840088,3251.840088,3979340000
2020-07-21,3268.520020,3277.290039,3247.770020,3257.300049,3257.300049,4556610000
2020-07-22,3254.860107,3279.320068,3253.100098,3276.020020,3276.020020,4267160000
2020-07-23,3271.639893,3279.989990,3222.659912,3235.659912,3235.659912,4296760000
2020-07-24,3218.580078,3227.260010,3200.050049,3215.629883,3215.629883,3689410000
2020-07-27,3219.840088,3241.429932,3214.250000,3239.409912,3239.409912,3970310000
2020-07-28,3234.270020,3243.719971,3216.169922,3218.439941,3218.439941,4053180000
2020-07-29,3227.219971,3264.739990,3227.219971,3258.439941,3258.439941,4478200000
2020-07-30,3231.760010,3250.919922,3204.129883,3246.219971,3246.219971,4264920000
2020-07-31,3270.449951,3272.169922,3220.260010,3271.120117,3271.120117,5007530000
2020-08-03,3288.260010,3302.729980,3284.530029,3294.610107,3294.610107,4438940000
2020-08-04,3289.919922,3306.840088,3286.370117,3306.510010,3306.510010,4414380000
2020-08-05,3317.370117,3330.770020,3317.370117,3327.770020,3327.770020,4535060000
2020-08-06,3323.169922,3351.030029,3318.139893,3349.159912,3349.159912,4278930000
2020-08-07,3340.050049,3352.540039,3328.719971,3351.280029,3351.280029,4110030000
2020-08-10,3356.040039,3363.290039,3335.439941,3360.469971,3360.469971,4327920000
2020-08-11,3370.340088,3381.010010,3326.439941,3333.689941,3333.689941,4880540000
2020-08-12,3355.459961,3387.889893,3355.459961,3380.350098,3380.350098,3772250000
2020-08-13,3372.949951,3387.239990,3363.350098,3373.429932,3373.429932,3438730000
2020-08-14,3368.659912,3378.510010,3361.639893,3372.850098,3372.850098,3200060000
2020-08-17,3380.860107,3387.590088,3379.219971,3381.989990,3381.989990,3460330000
2020-08-18,3387.040039,3395.060059,3370.149902,3389.780029,3389.780029,3669550000
2020-08-19,3392.510010,3399.540039,3369.659912,3374.850098,3374.850098,3679480000
2020-08-20,3360.479980,3390.800049,3354.689941,3385.510010,3385.510010,3431040000
2020-08-21,3386.010010,3399.959961,3379.310059,3397.159912,3397.159912,3505010000
2020-08-24,3418.090088,3432.090088,3413.129883,3431.280029,3431.280029,3743410000
2020-08-25,3435.949951,3444.209961,3425.840088,3443.620117,3443.620117,3627650000
2020-08-26,3449.969971,3481.070068,3444.149902,3478.729980,3478.729980,3780530000
2020-08-27,3485.139893,3501.379883,3468.350098,3484.550049,3484.550049,3955890000
2020-08-28,3494.689941,3509.229980,3484.320068,3508.010010,3508.010010,3868510000
2020-08-31,3509.729980,3514.770020,3493.250000,3500.310059,3500.310059,4348280000
2020-09-01,3507.439941,3528.030029,3494.600098,3526.649902,3526.649902,4101490000
2020-09-02,3543.760010,3588.110107,3535.229980,3580.840088,3580.840088,4295640000
2020-09-03,3564.739990,3564.850098,3427.409912,3455.060059,3455.060059,4911830000
2020-09-04,3453.600098,3479.149902,3349.629883,3426.959961,3426.959961,4438720000
2020-09-08,3371.879883,3379.969971,3329.270020,3331.840088,3331.840088,4694330000
2020-09-09,3369.820068,3424.770020,3366.840088,3398.959961,3398.959961,3932520000
2020-09-10,3412.560059,3425.550049,3329.250000,3339.189941,3339.189941,4208630000
2020-09-11,3352.699951,3368.949951,3310.469971,3340.969971,3340.969971,3710090000
2020-09-14,3363.560059,3402.929932,3363.560059,3383.540039,3383.540039,3839580000
2020-09-15,3407.729980,3419.479980,3389.250000,3401.199951,3401.199951,4057190000
2020-09-16,3411.229980,3428.919922,3384.449951,3385.489990,3385.489990,4718900000
2020-09-17,3346.860107,3375.169922,3328.820068,3357.010010,3357.010010,4379840000
2020-09-18,3357.379883,3362.270020,3292.399902,3319.469971,3319.469971,7076400000
2020-09-21,3285.570068,3285.570068,3229.100098,3281.060059,3281.060059,4836070000
2020-09-22,3295.750000,3320.310059,3270.949951,3315.570068,3315.570068,3974510000
2020-09-23,3320.110107,3323.350098,3232.570068,3236.919922,3236.919922,4378650000
2020-09-24,3226.139893,3278.699951,3209.449951,3246.590088,3246.590088,4601920000
2020-09-25,3236.659912,3306.879883,3228.439941,3298.459961,3298.459961,3803330000
2020-09-28,3333.899902,3360.739990,3332.909912,3351.600098,3351.600098,3950910000
2020-09-29,3350.919922,3357.919922,3327.540039,3335.469971,3335.469971,3661590000
2020-09-30,3341.209961,3393.560059,3340.469971,3363.000000,3363.000000,4738640000
2020-10-01,3385.870117,3397.179932,3361.389893,3380.800049,3380.800049,4076340000
2020-10-02,3338.939941,3369.100098,3323.689941,3348.419922,3348.419922,3975180000
2020-10-05,3367.270020,3409.570068,3367.270020,3408.600098,3408.600098,3692720000
2020-10-06,3408.739990,3431.560059,3354.540039,3360.969971,3360.969971,4453390000
2020-10-07,3384.560059,3426.260010,3384.560059,3419.439941,3419.439941,3814750000
2020-10-08,3434.280029,3447.280029,3428.149902,3446.830078,3446.830078,3867640000
2020-10-09,3459.669922,3482.340088,3458.070068,3477.139893,3477.139893,3944090000
2020-10-12,3500.020020,3549.850098,3499.610107,3534.219971,3534.219971,3435760000
2020-10-13,3534.010010,3534.010010,3500.860107,3511.929932,3511.929932,3611100000
2020-10-14,3515.469971,3527.939941,3480.550049,3488.669922,3488.669922,3858510000
2020-10-15,3453.719971,3489.080078,3440.889893,3483.340088,3483.340088,3724550000
2020-10-16,3493.500000,3515.760010,3480.449951,3483.810059,3483.810059,4688030000
2020-10-19,3493.659912,3502.419922,3419.929932,3426.919922,3426.919922,4091080000
2020-10-20,3439.379883,3476.929932,3435.649902,3443.120117,3443.120117,3917850000
2020-10-21,3439.909912,3464.860107,3433.060059,3435.560059,3435.560059,4103960000
2020-10-22,3438.500000,3460.530029,3415.340088,3453.489990,3453.489990,4172060000
2020-10-23,3464.899902,3466.459961,3440.449951,3465.389893,3465.389893,3651600000
2020-10-26,3441.419922,3441.419922,3364.860107,3400.969971,3400.969971,4002210000
2020-10-27,3403.149902,3409.510010,3388.709961,3390.679932,3390.679932,3962400000
2020-10-28,3342.479980,3342.479980,3268.889893,3271.030029,3271.030029,5139970000
2020-10-29,3277.169922,3341.050049,3259.820068,3310.110107,3310.110107,4911860000
2020-10-30,3293.590088,3304.929932,3233.939941,3269.959961,3269.959961,4843930000
2020-11-02,3296.199951,3330.139893,3279.739990,3310.239990,3310.239990,4314690000
2020-11-03,3336.250000,3389.489990,3336.250000,3369.159912,3369.159912,4241380000
2020-11-04,3406.459961,3486.250000,3405.169922,3443.439941,3443.439941,4790400000
2020-11-05,3485.739990,3529.050049,3485.739990,3510.449951,3510.449951,4858150000
2020-11-06,3508.340088,3521.580078,3484.340088,3509.439941,3509.439941,4842460000
2020-11-09,3583.040039,3645.989990,3547.479980,3550.500000,3550.500000,8570510000
2020-11-10,3543.260010,3557.219971,3511.909912,3545.530029,3545.530029,6037470000
2020-11-11,3563.219971,3581.159912,3557.000000,3572.659912,3572.659912,4635560000
2020-11-12,3562.669922,3569.020020,3518.580078,3537.010010,3537.010010,4909660000
2020-11-13,3552.570068,3593.659912,3552.570068,3585.149902,3585.149902,4719580000
2020-11-16,3600.159912,3628.510010,3600.159912,3626.909912,3626.909912,5295510000
2020-11-17,3610.310059,3623.110107,3588.679932,3609.530029,3609.530029,4812180000
2020-11-18,3612.090088,3619.090088,3567.330078,3567.790039,3567.790039,5284810000
2020-11-19,3559.409912,3585.219971,3543.840088,3581.870117,3581.870117,4363370000
2020-11-20,3579.310059,3581.229980,3556.850098,3557.540039,3557.540039,4236370000
2020-11-23,3566.820068,3589.810059,3552.770020,3577.590088,3577.590088,5057550000
2020-11-24,3594.520020,3642.310059,3594.520020,3635.409912,3635.409912,6280290000
2020-11-25,3635.500000,3635.500000,3617.760010,3629.649902,3629.649902,4910440000
2020-11-27,3638.550049,3644.310059,3629.330078,3638.350098,3638.350098,2778390000
2020-11-30,3634.179932,3634.179932,3594.389893,3621.629883,3621.629883,6308410000
2020-12-01,3645.870117,3678.449951,3645.870117,3662.449951,3662.449951,5418480000
2020-12-02,3653.780029,3670.959961,3644.840088,3669.010010,3669.010010,5041250000
2020-12-03,3668.280029,3682.729980,3657.169922,3666.719971,3666.719971,5065340000
2020-12-04,3670.939941,3699.199951,3670.939941,3699.120117,3699.120117,5099620000
2020-12-07,3694.729980,3697.409912,3678.879883,3691.959961,3691.959961,4804500000
2020-12-08,3683.050049,3708.449951,3678.830078,3702.250000,3702.250000,4584390000
2020-12-09,3705.979980,3712.389893,3660.540039,3672.820068,3672.820068,5232800000
2020-12-10,3659.129883,3678.489990,3645.179932,3668.100098,3668.100098,4658480000
2020-12-11,3656.080078,3665.909912,3633.399902,3663.459961,3663.459961,4375470000
2020-12-14,3675.270020,3697.610107,3645.840088,3647.489990,3647.489990,4623850000
2020-12-15,3666.409912,3695.290039,3659.620117,3694.620117,3694.620117,4387080000
2020-12-16,3696.250000,3711.270020,3688.570068,3701.169922,3701.169922,4067040000
2020-12-17,3713.649902,3725.120117,3710.870117,3722.479980,3722.479980,4192810000
2020-12-18,3722.389893,3726.699951,3685.840088,3709.409912,3709.409912,7097100000
2020-12-21,3684.280029,3702.899902,3636.479980,3694.919922,3694.919922,4748580000
2020-12-22,3698.080078,3698.260010,3676.159912,3687.260010,3687.260010,4053310000
2020-12-23,3693.419922,3711.239990,3689.280029,3690.010010,3690.010010,3779160000
2020-12-24,3694.030029,3703.820068,3689.320068,3703.060059,3703.060059,1883780000
2020-12-28,3723.030029,3740.510010,3723.030029,3735.360107,3735.360107,3535460000
2020-12-29,3750.010010,3756.120117,3723.310059,3727.040039,3727.040039,3393290000
2020-12-30,3736.189941,3744.629883,3730.209961,3732.040039,3732.040039,3154850000
2020-12-31,3733.270020,3760.199951,3726.879883,3756.070068,3756.070068,3179040000
2021-01-04,3764.610107,3769.989990,3662.709961,3700.649902,3700.649902,5015000000
2021-01-05,3698.020020,3737.830078,3695.070068,3726.860107,3726.860107,4591020000
2021-01-06,3712.199951,3783.040039,3705.340088,3748.139893,3748.139893,6064110000
2021-01-07,3764.709961,3811.550049,3764.709961,3803.790039,3803.790039,5099160000
2021-01-08,3815.050049,3826.689941,3783.600098,3824.679932,3824.679932,4773040000
2021-01-11,3803.139893,3817.860107,3789.020020,3799.610107,3799.610107,4465430000
2021-01-12,3801.620117,3810.780029,3776.510010,3801.189941,3801.189941,4994950000
2021-01-13,3802.229980,3820.959961,3791.500000,3809.840088,3809.840088,4602510000
2021-01-14,3814.979980,3823.600098,3792.860107,3795.540039,3795.540039,5198480000
2021-01-15,3788.729980,3788.729980,3749.620117,3768.250000,3768.250000,5369820000
2021-01-19,3781.879883,3804.530029,3780.370117,3798.909912,3798.909912,5014440000
2021-01-20,3816.219971,3859.750000,3816.219971,3851.850098,3851.850098,4566190000
2021-01-21,3857.459961,3861.449951,3845.050049,3853.070068,3853.070068,4501760000
2021-01-22,3844.239990,3852.310059,3830.409912,3841.469971,3841.469971,5110890000
2021-01-25,3851.679932,3859.229980,3797.159912,3855.360107,3855.360107,7000840000
2021-01-26,3862.959961,3870.899902,3847.780029,3849.620117,3849.620117,6137500000
2021-01-27,3836.830078,3836.830078,3732.479980,3750.770020,3750.770020,9976520000
2021-01-28,3755.750000,3830.500000,3755.750000,3787.379883,3787.379883,6992770000
2021-01-29,3778.050049,3778.050049,3694.120117,3714.239990,3714.239990,6643370000
2021-02-01,3731.169922,3784.320068,3725.620117,3773.860107,3773.860107,5436230000
2021-02-02,3791.840088,3843.090088,3791.840088,3826.310059,3826.310059,5514090000
2021-02-03,3840.270020,3847.510010,3816.679932,3830.169922,3830.169922,4864870000
2021-02-04,3836.659912,3872.419922,3836.659912,3871.739990,3871.739990,4879240000
2021-02-05,3878.300049,3894.560059,3874.929932,3886.830078,3886.830078,4879470000
2021-02-08,3892.590088,3915.770020,3892.590088,3915.590088,3915.590088,4648360000
2021-02-09,3910.489990,3918.350098,3902.639893,3911.229980,3911.229980,4568320000
2021-02-10,3920.780029,3931.500000,3884.939941,3909.879883,3909.879883,4837070000
2021-02-11,3916.399902,3925.989990,3890.389893,3916.379883,3916.379883,4590960000
2021-02-12,3911.649902,3937.229980,3905.780029,3934.830078,3934.830078,4135060000
2021-02-16,3939.610107,3950.429932,3923.850098,3932.590088,3932.590088,5058990000
2021-02-17,3918.500000,3933.610107,3900.429932,3931.330078,3931.330078,4730650000
2021-02-18,3915.860107,3921.979980,3885.030029,3913.969971,3913.969971,4793650000
2021-02-19,3921.159912,3930.409912,3903.070068,3906.709961,3906.709961,4845320000
2021-02-22,3885.550049,3902.919922,3874.709961,3876.500000,3876.500000,5917100000
2021-02-23,3857.070068,3895.979980,3805.590088,3881.370117,3881.370117,6296610000
2021-02-24,3873.709961,3928.649902,3859.600098,3925.429932,3925.429932,6012790000
2021-02-25,3915.800049,3925.020020,3814.040039,3829.340088,3829.340088,6547470000
2021-02-26,3839.659912,3861.080078,3789.540039,3811.149902,3811.149902,6526070000
2021-03-01,3842.510010,3914.500000,3842.510010,3901.820068,3901.820068,5114820000
2021-03-02,3903.639893,3906.409912,3868.570068,3870.290039,3870.290039,5536010000
2021-03-03,3863.989990,3874.469971,3818.860107,3819.719971,3819.719971,6173660000
2021-03-04,3818.530029,3843.669922,3723.340088,3768.469971,3768.469971,7195400000
2021-03-05,3793.580078,3851.689941,3730.189941,3841.939941,3841.939941,6851070000
2021-03-08,3844.389893,3881.060059,3819.250000,3821.350098,3821.350098,5871710000
2021-03-09,3851.929932,3903.760010,3851.929932,3875.439941,3875.439941,5513560000
2021-03-10,3891.989990,3917.350098,3885.729980,3898.810059,3898.810059,5847380000
2021-03-11,3915.540039,3960.270020,3915.540039,3939.340088,3939.340088,5312880000
2021-03-12,3924.520020,3944.989990,3915.209961,3943.340088,3943.340088,4476280000
2021-03-15,3942.959961,3970.080078,3923.540039,3968.939941,3968.939941,4900100000
2021-03-16,3973.590088,3981.040039,3953.439941,3962.709961,3962.709961,4613080000
2021-03-17,3949.570068,3983.870117,3935.739990,3974.120117,3974.120117,4561660000
2021-03-18,3953.500000,3969.620117,3910.860107,3915.459961,3915.459961,5118590000
2021-03-19,3913.139893,3930.120117,3886.750000,3913.100098,3913.100098,7757420000
2021-03-22,3916.479980,3955.310059,3914.159912,3940.590088,3940.590088,4316260000
2021-03-23,3937.600098,3949.129883,3901.570068,3910.520020,3910.520020,4669010000
2021-03-24,3919.929932,3942.080078,3889.070068,3889.139893,3889.139893,4783020000
2021-03-25,3879.340088,3919.540039,3853.500000,3909.520020,3909.520020,4948340000
2021-03-26,3917.120117,3978.189941,3917.120117,3974.540039,3974.540039,5483160000
2021-03-29,3969.310059,3981.830078,3943.250000,3971.090088,3971.090088,4628180000
2021-03-30,3963.340088,3968.010010,3944.350098,3958.550049,3958.550049,4121510000
2021-03-31,3967.250000,3994.409912,3966.979980,3972.889893,3972.889893,4578050000
2021-04-01,3992.780029,4020.629883,3992.780029,4019.870117,4019.870117,4162130000
2021-04-05,4034.439941,4083.419922,4034.439941,4077.909912,4077.909912,4005030000
2021-04-06,4075.570068,4086.229980,4068.139893,4073.939941,4073.939941,4081270000
2021-04-07,4074.290039,4083.129883,4068.310059,4079.949951,4079.949951,4120810000
2021-04-08,4089.949951,4098.189941,4082.540039,4097.169922,4097.169922,3907100000
2021-04-09,4096.109863,4129.479980,4095.510010,4128.799805,4128.799805,3640390000
2021-04-12,4124.709961,4131.759766,4114.819824,4127.990234,4127.990234,3588900000
2021-04-13,4130.100098,4148.000000,4124.430176,4141.589844,4141.589844,3734720000
